CA,2024,0724,,Q01---,
1,0001AC,0724,11:44:44,Q01---,[1] M_2=1; 重力が作用する,,[2] M_2=1.1; down,,[3] M_2=1.05;down (slowly),,
2,0005AH,0724,11:46:17,Q01---,[1] M_2=1; 上がる,,[2] M_2=1.1; 下がる,,[3] M_2=1.05;下がったり戻ったりを繰り返す,,
3,0013AH,,,Q01---,
4,0028AH,,,Q01---,
5,0034AH,0730,17:28:50,Q01---,[1] M_2=1; 上がる,,[2] M_2=1.1; 下がる,,[3] M_2=1.05;下がったり戻ったりを繰り返す,,
6,0047AH,,,Q01---,
7,0048AH,,,Q01---,
8,0050AH,,,Q01---,
9,0055AH,0724,11:50:14,Q01---,[1] M_2=1; 上がる,,[2] M_2=1.1; 下がる,,[3] M_2=1.05;上がったり下がったりしている,,
10,0059AH,0724,12:46:50,Q01---,[1] M_2=1; 動かないはず,,[2] M_2=1.1; 左が一定の速度で下がっていく,,[3] M_2=1.05;振動する,,
11,0061AH,,,Q01---,
12,0064AH,0724,11:42:32,Q01---,[1] M_2=1; 上に上がる,,[2] M_2=1.1; 下に下がる,,[3] M_2=1.05;ゆっくり下に下がる,,
13,0070AH,,,Q01---,
14,0084AH,0724,11:43:25,Q01---上がる,[1] M_2=1; 上がる,,[2] M_2=1.1; 下がる,,[3] M_2=1.05;ゆっくりと下がる,,
15,0085AH,0724,11:42:26,Q01---,[1] M_2=1; 上に上がっていく,,[2] M_2=1.1; 下に下がっていく,,[3] M_2=1.05;動かない,,
16,0086AH,0730,17:39:44,Q01---,[1] M_2=1; 上がった,,[2] M_2=1.1; 下がった,,[3] M_2=1.05;上下運動した,,
17,0088AH,0724,11:42:58,Q01---,[1] M_2=1; 上に上がる,,[2] M_2=1.1; M1が上に上がる,,[3] M_2=1.05;M1が先ほどよりゆっくり上に上がる,,
18,0089AH,0724,11:42:44,Q01---,[1] M_2=1; 上がる,,[2] M_2=1.1; 下がる、M_1が上がっていた,,[3] M_2=1.05;両方下がっているがM_1はずっと揺れている,,
19,0090AH,0724,11:42:47,Q01---,[1] M_2=1; UP,,[2] M_2=1.1; DOWN,,[3] M_2=1.05;振動する,,
20,0091AH,,,Q01---,
21,0092AH,0730,16:52:2,Q01---,[1] M_2=1; 上がる,,[2] M_2=1.1; 下がる,,[3] M_2=1.05;上下運動,,
22,0098AH,,,Q01---,
23,0099AH,,,Q01---,
24,0102AH,,,Q01---,
25,1003AH,0724,11:46:0,Q01---,[1] M_2=1; 右の重りが下がり、左の重りが上がる,,[2] M_2=1.1; 右の重りが上がり、左の重りが下がる,,[3] M_2=1.05;最初、左の重りが下がるが、一定距離まで下がるとその後左の重りは上がっていき、スタート位置まで上がるとまた下がる。それが繰り返される。,,
26,3002MH,,,Q01---,
27,1006AH,,,Q01---,
28,1054AH,,,Q01---,
29,1100AH,,,Q01---,
30,0029BN,,,Q01---,
31,1004BN,0724,11:45:52,Q01---,[1] M_2=1; M_2が上に上がり、M_1が下に下がる。,,[2] M_2=1.1; M_1は振られながら上に上がり、M_2は下に下がる。,,[3] M_2=1.05;M_1は振られながら上に上がったり下がったりを繰り返し、M_2はゆっくり下に下がったり上に上がったりを繰り返す。,,
32,1061BN,,,Q01---,
33,0044BV,0724,11:43:27,Q01---,[1] M_2=1; 左の重りが上に上がる,,[2] M_2=1.1; 右の重りが上に上がる,,[3] M_2=1.05;振動しつつ釣り合う,,
34,1072MF,,,Q01---,
35,3042MF,,,Q01---,
36,3072MF,0724,11:43:11,Q01---,[1] M_2=1; M_2が上に上がる,,[2] M_2=1.1; M_1が上に上がる,,[3] M_2=1.05;それぞれの位置は変わるが、どちらも落ちない,,
37,3118MF,0724,12:28:37,Q01---,[1] M_2=1; 上がる,,[2] M_2=1.1; 下がる,,[3] M_2=1.05;ゆっくり上がる,,
